Area_ID,Intersection_ID,Traffic_Volume,Road_Capacity_Utilization_Pct,Estimated_Road_Capacity,Average_Speed,Travel_Time_Index,Congestion_Level,Incident_Level,Capacity_Utilization,Bottleneck_Status,Speed_Condition,Travel_Delay_Condition,Incident_Status,Accident_Flag,Peak_Traffic_Status,Congestion_Score,Calculated_Congestion_Level,Congestion_Reasons,Estimated_Lanes,Saturation_Flow,Number_of_Phases,Phase_1_Flow,Phase_2_Flow,Phase_1_Flow_Ratio,Phase_2_Flow_Ratio,Baseline_Cycle,Lost_Time,Available_Green_Time,Phase_1_Baseline_Green,Phase_2_Baseline_Green,Webster_Y,Webster_Status,Webster_Optimal_Cycle,Webster_Cycle_Capped,Webster_Optimal_Cycle_Practical,Webster_Available_Green,Webster_Phase_1_Green,Webster_Phase_2_Green,Cycle_Change_Seconds,Phase_1_Green_Change,Phase_2_Green_Change,Decision_Priority,Decision_Status
AN001,RIN02,34904,100.0,34904.0,27.61260293,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,80.6,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19197.2,15706.8,0.4444,0.3636,120,8,112,61.6,50.4,0.808,VALID,88.54,False,88.54,80.54,44.3,36.24,-31.46,-17.3,-14.16,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,16318,82.12308546,19870.17403035602,55.13603911,1.200493893,60.08532038,1,0.8212308546,AT_RISK,HIGH_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,50.37,HIGH,INCIDENT_PRESENT,14,25200,2,8974.9,7343.1,0.3561,0.2914,100,8,92,50.6,41.4,0.6475,VALID,48.23,False,48.23,40.23,22.12,18.11,-51.77,-28.48,-23.29,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,29627,100.0,29627.0,26.27292594,1.5,96.32836993,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,80.82,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",20,36000,2,16294.85,13332.15,0.4526,0.3703,120,8,112,61.6,50.4,0.8229,VALID,95.99,False,95.99,87.99,48.4,39.59,-24.01,-13.2,-10.81,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,65332,100.0,65332.0,21.89257109,1.5,100.0,6,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,93.97,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",44,79200,2,35932.6,29399.4,0.4537,0.3712,120,8,112,61.6,50.4,0.8249,VALID,97.09,False,97.09,89.09,49.0,40.09,-22.91,-12.6,-10.31,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,34717,100.0,34717.0,23.46034602,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,82.75,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19094.35,15622.65,0.442,0.3616,120,8,112,61.6,50.4,0.8036,VALID,86.56,False,86.56,78.56,43.21,35.35,-33.44,-18.39,-15.05,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,44464,100.0,44464.0,40.77844528,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,HIGH_TRAFFIC,80.95,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",30,54000,2,24455.2,20008.8,0.4529,0.3705,120,8,112,61.6,50.4,0.8234,VALID,96.26,False,96.26,88.26,48.55,39.71,-23.74,-13.05,-10.69,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,20196,100.0,20196.0,44.35891771,1.275293603,69.6576272,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,63.56,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",14,25200,2,11107.8,9088.2,0.4408,0.3606,100,8,92,50.6,41.4,0.8014,VALID,85.6,False,85.6,77.6,42.68,34.92,-14.4,-7.92,-6.48,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,10156,48.53111163,20926.782138083083,25.34629341,1.32472218,27.48468366,0,0.4853111162999999,NORMAL,VERY_LOW_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,49.75,MODERATE,LOW_SPEED,14,25200,2,5585.8,4570.2,0.2217,0.1814,80,8,72,39.6,32.4,0.4031,VALID,28.48,False,28.48,20.48,11.26,9.22,-51.52,-28.34,-23.18,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,13148,63.82590371,20599.786663012845,42.54072961,1.040281647,52.71389865,0,0.6382590371,NORMAL,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,39.46,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,7231.4,5916.6,0.287,0.2348,80,8,72,39.6,32.4,0.5218,VALID,35.55,False,35.55,27.55,15.15,12.4,-44.45,-24.45,-20.0,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,28441,100.0,28441.0,32.62464178,1.5,91.10060084,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,77.74,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15642.55,12798.45,0.4574,0.3742,120,8,112,61.6,50.4,0.8316,VALID,100.95,False,100.95,92.95,51.12,41.83,-19.05,-10.48,-8.57,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,14553,74.52518498,19527.62680683788,31.46387407,1.037931966,55.32627346,0,0.7452518498,NORMAL,VERY_LOW_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,46.6,MODERATE,LOW_SPEED,14,25200,2,8004.15,6548.85,0.3176,0.2599,80,8,72,39.6,32.4,0.5775,VALID,40.24,False,40.24,32.24,17.73,14.51,-39.76,-21.87,-17.89,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RN07,35341,100.0,35341.0,46.33435722,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,76.34,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19437.55,15903.45,0.4499,0.3681,120,8,112,61.6,50.4,0.818,VALID,93.41,False,93.41,85.41,46.98,38.43,-26.59,-14.62,-11.97,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,33997,100.0,33997.0,49.1665951,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,77.23,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",23,41400,2,18698.35,15298.65,0.4517,0.3695,120,8,112,61.6,50.4,0.8212,VALID,95.08,False,95.08,87.08,47.9,39.18,-24.92,-13.7,-11.22,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,21002,100.0,21002.0,31.85974701,1.277825881,61.92709996,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,67.42,HIGH,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, INCIDENT_PRESENT",15,27000,2,11551.1,9450.9,0.4278,0.35,100,8,92,50.6,41.4,0.7778,VALID,76.51,False,76.51,68.51,37.68,30.83,-23.49,-12.92,-10.57,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,38708,100.0,38708.0,57.26314397,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,72.95,HIGH,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",26,46800,2,21289.4,17418.6,0.4549,0.3722,100,8,92,50.6,41.4,0.8271,VALID,98.32,False,98.32,90.32,49.68,40.64,-1.68,-0.92,-0.76,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,21531,100.0,21531.0,27.85492709,1.125118357,66.12475098,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,61.58,HIGH,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED",15,27000,2,11842.05,9688.95,0.4386,0.3588,100,8,92,50.6,41.4,0.7974,VALID,83.91,False,83.91,75.91,41.75,34.16,-16.09,-8.85,-7.24,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,27609,100.0,27609.0,32.66944803,1.5,97.51240765,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,77.54,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15184.95,12424.05,0.444,0.3633,120,8,112,61.6,50.4,0.8073,VALID,88.22,False,88.22,80.22,44.12,36.1,-31.78,-17.48,-14.3,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,12518,60.78843506,20592.7327914337,56.85501636,1.178671992,49.02321402,0,0.6078843506,NORMAL,HIGH_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,39.69,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,6884.9,5633.1,0.2732,0.2235,80,8,72,39.6,32.4,0.4967,VALID,33.78,False,33.78,25.78,14.18,11.6,-46.22,-25.42,-20.8,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,33196,100.0,33196.0,28.43304668,1.5,100.0,0,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,78.99,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY",23,41400,2,18257.8,14938.2,0.441,0.3608,120,8,112,61.6,50.4,0.8018,VALID,85.77,False,85.77,77.77,42.77,35.0,-34.23,-18.83,-15.4,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,32717,100.0,32717.0,46.64927237,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,76.66,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17994.35,14722.65,0.4544,0.3718,120,8,112,61.6,50.4,0.8262,VALID,97.81,False,97.81,89.81,49.39,40.42,-22.19,-12.21,-9.98,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,12361,66.23435281,18662.520996406183,34.01967324,1.19819461,36.12848039,1,0.6623435281000001,NORMAL,LOW_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,49.89,MODERATE,"LOW_SPEED, INCIDENT_PRESENT",13,23400,2,6798.55,5562.45,0.2905,0.2377,80,8,72,39.6,32.4,0.5282,VALID,36.03,False,36.03,28.03,15.42,12.61,-43.97,-24.18,-19.79,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,53813,100.0,53813.0,39.5451704,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,83.37,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",36,64800,2,29597.15,24215.85,0.4567,0.3737,120,8,112,61.6,50.4,0.8304,VALID,100.24,False,100.24,92.24,50.73,41.51,-19.76,-10.87,-8.89,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RN07,26434,100.0,26434.0,42.4297396,1.5,80.65490972,3,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,76.48,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",18,32400,2,14538.7,11895.3,0.4487,0.3671,120,8,112,61.6,50.4,0.8158,VALID,92.29,False,92.29,84.29,46.36,37.93,-27.71,-15.24,-12.47,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN08,22224,100.0,22224.0,72.72611283,1.184954268,79.31245586,2,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,LOW_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,53.27,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,12223.2,10000.8,0.4527,0.3704,100,8,92,50.6,41.4,0.8231,VALID,96.1,False,96.1,88.1,48.45,39.65,-3.9,-2.15,-1.75,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,33876,100.0,33876.0,23.64926417,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,82.51,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",23,41400,2,18631.8,15244.2,0.45,0.3682,120,8,112,61.6,50.4,0.8182,VALID,93.51,False,93.51,85.51,47.03,38.48,-26.49,-14.57,-11.92,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,20131,100.0,20131.0,60.19873966,1.275829527,58.43967148,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,58.03,HIGH,HIGH_CAPACITY_UTILIZATION,14,25200,2,11072.05,9058.95,0.4394,0.3595,100,8,92,50.6,41.4,0.7989,VALID,84.54,False,84.54,76.54,42.1,34.44,-15.46,-8.5,-6.96,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,20467,100.0,20467.0,35.63618994,1.375487867,77.12606305,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,70.13,HIGH,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, INCIDENT_PRESENT",14,25200,2,11256.85,9210.15,0.4467,0.3655,100,8,92,50.6,41.4,0.8122,VALID,90.52,False,90.52,82.52,45.38,37.14,-9.48,-5.22,-4.26,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,35549,100.0,35549.0,42.79297465,1.5,100.0,5,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,80.4,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",24,43200,2,19551.95,15997.05,0.4526,0.3703,120,8,112,61.6,50.4,0.8229,VALID,95.99,False,95.99,87.99,48.4,39.59,-24.01,-13.2,-10.81,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,27807,100.0,27807.0,27.7419878,1.5,85.80463273,2,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,80.0,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",19,34200,2,15293.85,12513.15,0.4472,0.3659,120,8,112,61.6,50.4,0.8131,VALID,90.96,False,90.96,82.96,45.63,37.33,-29.04,-15.97,-13.07,HIGH,WEBSTER_TIMING_AVAILABLE
AN002,RIN03,13543,70.95815769,19085.89574600609,45.34482465,1.008312553,41.68505213,0,0.7095815768999999,NORMAL,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,39.96,MODERATE,NORMAL_TRAFFIC_CONDITION,13,23400,2,7448.65,6094.35,0.3183,0.2604,80,8,72,39.6,32.4,0.5787,VALID,40.35,False,40.35,32.35,17.79,14.56,-39.65,-21.81,-17.84,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN002,RIN14,32788,100.0,32788.0,39.04916661,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,78.86,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,18033.4,14754.6,0.4554,0.3726,120,8,112,61.6,50.4,0.828,VALID,98.84,False,98.84,90.84,49.96,40.88,-21.16,-11.64,-9.52,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,14680,68.94416418,21292.592599532185,40.48553732,1.088923744,45.48676192,1,0.6894416418,NORMAL,NORMAL_SPEED,LOW_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,45.13,MODERATE,INCIDENT_PRESENT,15,27000,2,8074.0,6606.0,0.299,0.2447,80,8,72,39.6,32.4,0.5437,VALID,37.26,False,37.26,29.26,16.09,13.17,-42.74,-23.51,-19.23,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,49010,100.0,49010.0,32.10924271,1.5,100.0,4,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,85.44,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",33,59400,2,26955.5,22054.5,0.4538,0.3713,120,8,112,61.6,50.4,0.8251,VALID,97.2,False,97.2,89.2,49.06,40.14,-22.8,-12.54,-10.26,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,14729,74.2924147,19825.711762738007,36.16922924,1.382335477,46.41477912,0,0.742924147,NORMAL,LOW_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,58.98,HIGH,LOW_SPEED,14,25200,2,8100.95,6628.05,0.3215,0.263,100,8,92,50.6,41.4,0.5845,VALID,40.91,False,40.91,32.91,18.1,14.81,-59.09,-32.5,-26.59,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,12465,66.462465,18754.94687113997,43.24309557,1.279998193,49.18686126,1,0.6646246499999999,NORMAL,NORMAL_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,50.62,HIGH,INCIDENT_PRESENT,13,23400,2,6855.75,5609.25,0.293,0.2397,100,8,92,50.6,41.4,0.5327,VALID,36.38,False,36.38,28.38,15.61,12.77,-63.62,-34.99,-28.63,HIGH,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,12452,65.79168487,18926.403883111256,33.51912491,1.213093427,41.21750663,0,0.6579168487,NORMAL,LOW_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,49.49,MODERATE,LOW_SPEED,13,23400,2,6848.6,5603.4,0.2927,0.2395,80,8,72,39.6,32.4,0.5322,VALID,36.34,False,36.34,28.34,15.59,12.75,-43.66,-24.01,-19.65,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RN07,39383,100.0,39383.0,40.90837888,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,HIGH_TRAFFIC,78.78,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",27,48600,2,21660.65,17722.35,0.4457,0.3647,120,8,112,61.6,50.4,0.8104,VALID,89.66,False,89.66,81.66,44.91,36.75,-30.34,-16.69,-13.65,HIGH,WEBSTER_TIMING_AVAILABLE
AN005,RIN09,39355,100.0,39355.0,42.2618496,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,77.39,SEVERE,"HIGH_CAPACITY_UTILIZATION, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",27,48600,2,21645.25,17709.75,0.4454,0.3644,120,8,112,61.6,50.4,0.8098,VALID,89.38,False,89.38,81.38,44.76,36.62,-30.62,-16.84,-13.78,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN10,31608,100.0,31608.0,28.65310758,1.5,99.05849564,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,81.58,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17384.4,14223.6,0.439,0.3592,120,8,112,61.6,50.4,0.7982,VALID,84.24,False,84.24,76.24,41.93,34.31,-35.76,-19.67,-16.09,HIGH,WEBSTER_TIMING_AVAILABLE
AN006,RIN11,26406,100.0,26406.0,32.57978559,1.5,81.91540094,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,77.3,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",18,32400,2,14523.3,11882.7,0.4482,0.3668,120,8,112,61.6,50.4,0.815,VALID,91.89,False,91.89,83.89,46.13,37.76,-28.11,-15.47,-12.64,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN12,22217,100.0,22217.0,43.77183223,1.344742751,82.09632418,4,1.0,SEVERE_BOTTLENECK,NORMAL_SPEED,MODERATE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,69.96,HIGH,"HIGH_CAPACITY_UTILIZATION, INCIDENT_PRESENT",15,27000,2,12219.35,9997.65,0.4526,0.3703,100,8,92,50.6,41.4,0.8229,VALID,95.99,False,95.99,87.99,48.4,39.59,-4.01,-2.2,-1.81,HIGH,WEBSTER_TIMING_AVAILABLE
AN007,RIN13,15585,78.44282548,19867.973781711364,41.34231582,1.020401659,42.9487232,0,0.7844282548,AT_RISK,NORMAL_SPEED,LOW_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,44.66,MODERATE,NORMAL_TRAFFIC_CONDITION,14,25200,2,8571.75,7013.25,0.3401,0.2783,80,8,72,39.6,32.4,0.6184,VALID,44.55,False,44.55,36.55,20.1,16.45,-35.45,-19.5,-15.95,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN001,RIN01,32376,100.0,32376.0,36.81103999,1.5,100.0,2,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,MODERATE_INCIDENT,YES,NORMAL_TRAFFIC,78.41,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",22,39600,2,17806.8,14569.2,0.4497,0.3679,120,8,112,61.6,50.4,0.8176,VALID,93.2,False,93.2,85.2,46.86,38.34,-26.8,-14.74,-12.06,HIGH,WEBSTER_TIMING_AVAILABLE
AN001,RIN02,23047,100.0,23047.0,53.58077556,1.26207773,83.80638654,0,1.0,SEVERE_BOTTLENECK,HIGH_SPEED,MODERATE_DELAY,NO_INCIDENT,NO,NORMAL_TRAFFIC,60.02,HIGH,HIGH_CAPACITY_UTILIZATION,16,28800,2,12675.85,10371.15,0.4401,0.3601,100,8,92,50.6,41.4,0.8002,VALID,85.09,False,85.09,77.09,42.4,34.69,-14.91,-8.2,-6.71,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN04,29580,100.0,29580.0,20.94046791,1.5,100.0,3,1.0,SEVERE_BOTTLENECK,VERY_LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,83.34,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",20,36000,2,16269.0,13311.0,0.4519,0.3698,120,8,112,61.6,50.4,0.8217,VALID,95.34,False,95.34,87.34,48.03,39.31,-24.66,-13.57,-11.09,HIGH,WEBSTER_TIMING_AVAILABLE
AN003,RIN05,51743,100.0,51743.0,32.92492303,1.5,100.0,7,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,HIGH_INCIDENT,YES,PEAK_TRAFFIC,88.81,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT, PEAK_TRAFFIC_VOLUME",35,63000,2,28458.65,23284.35,0.4517,0.3696,120,8,112,61.6,50.4,0.8213,VALID,95.13,False,95.13,87.13,47.92,39.21,-24.87,-13.68,-11.19,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN16,12593,61.66623196,20421.225036367538,31.51750542,1.282643553,46.75345219,1,0.6166623196,NORMAL,VERY_LOW_SPEED,MODERATE_DELAY,LOW_INCIDENT,YES,NORMAL_TRAFFIC,52.44,HIGH,"LOW_SPEED, INCIDENT_PRESENT",14,25200,2,6926.15,5666.85,0.2748,0.2249,100,8,92,50.6,41.4,0.4997,VALID,33.98,False,33.98,25.98,14.29,11.69,-66.02,-36.31,-29.71,HIGH,WEBSTER_TIMING_AVAILABLE
AN008,RIN15,4233,24.19807748,17493.125243105056,49.87104373,1.384381729,21.16353185,3,0.2419807748,NORMAL,HIGH_SPEED,MODERATE_DELAY,HIGH_INCIDENT,YES,NORMAL_TRAFFIC,38.28,MODERATE,INCIDENT_PRESENT,12,21600,2,2328.15,1904.85,0.1078,0.0882,80,8,72,39.6,32.4,0.196,VALID,21.14,False,21.14,13.14,7.23,5.91,-58.86,-32.37,-26.49,MEDIUM,WEBSTER_TIMING_AVAILABLE
AN004,RIN06,39413,100.0,39413.0,38.70885939,1.5,100.0,1,1.0,SEVERE_BOTTLENECK,LOW_SPEED,SEVERE_DELAY,LOW_INCIDENT,YES,HIGH_TRAFFIC,78.42,SEVERE,"HIGH_CAPACITY_UTILIZATION, LOW_SPEED, HIGH_TRAVEL_DELAY, INCIDENT_PRESENT",27,48600,2,21677.15,17735.85,0.446,0.3649,120,8,112,61.6,50.4,0.8109,VALID,89.9,False,89.9,81.9,45.05,36.85,-30.1,-16.55,-13.55,HIGH,WEBSTER_TIMING_AVAILABLE
